PLAYER_NAME,GP_x,G_x,FREQ 3 Pointers,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS 3 Pointers,Season,GP_y,G_y,FREQ Less Than 6Ft,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS Less Than 6Ft,GP,G,FREQ Less Than 10Ft,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS Less Than 10Ft
Jonah Bolden,6,5,0.435,0.67,1.67,0.4,0.329,0.071,2019-20,6,3,0.348,0.83,1.33,0.625,0.614,0.011,6,3,0.435,1.17,1.67,0.7,0.581,0.119
Tariq Owens,3,3,0.5,0.67,1.67,0.4,0.346,0.054,2019-20,3,3,0.4,1.0,1.33,0.75,0.706,0.045,3,3,0.5,1.33,1.67,0.8,0.652,0.148
John Konchar,18,15,0.38,0.78,1.67,0.467,0.339,0.128,2019-20,18,14,0.38,0.56,1.67,0.333,0.568,-0.235,18,14,0.494,0.67,2.17,0.308,0.522,-0.215
Chimezie Metu,15,11,0.391,0.87,1.67,0.52,0.324,0.196,2019-20,15,10,0.406,0.93,1.73,0.538,0.585,-0.047,15,10,0.438,1.0,1.87,0.536,0.553,-0.017
Luc Mbah a Moute,3,2,0.417,0.67,1.67,0.4,0.318,0.082,2019-20,3,3,0.333,1.33,1.33,1.0,0.667,0.334,3,3,0.583,1.67,2.33,0.714,0.618,0.096
Justin James,20,14,0.367,0.55,1.65,0.333,0.336,-0.002,2019-20,20,11,0.211,0.45,0.95,0.474,0.559,-0.085,20,14,0.356,0.65,1.6,0.406,0.525,-0.118
J.J. Barea,28,21,0.338,0.68,1.64,0.413,0.347,0.066,2019-20,28,25,0.404,1.43,1.96,0.727,0.586,0.141,28,27,0.471,1.54,2.29,0.672,0.552,0.12
Tony Bradley,57,42,0.202,0.49,1.63,0.301,0.353,-0.052,2019-20,57,52,0.417,1.89,3.37,0.563,0.606,-0.044,57,53,0.526,2.14,4.25,0.504,0.569,-0.065
Daniel Gafford,40,28,0.227,0.5,1.63,0.308,0.348,-0.041,2019-20,40,38,0.608,2.55,4.35,0.586,0.632,-0.046,40,38,0.699,2.8,5.0,0.56,0.59,-0.03
Tremont Waters,10,6,0.41,0.4,1.6,0.25,0.345,-0.095,2019-20,10,8,0.282,0.8,1.1,0.727,0.589,0.138,10,10,0.41,0.9,1.6,0.563,0.546,0.016
Joakim Noah,5,3,0.229,0.2,1.6,0.125,0.313,-0.188,2019-20,5,4,0.457,1.8,3.2,0.563,0.551,0.011,5,4,0.571,2.0,4.0,0.5,0.521,-0.021
Noah Vonleh,32,22,0.239,0.53,1.59,0.333,0.361,-0.028,2019-20,32,27,0.38,1.47,2.53,0.58,0.607,-0.026,32,28,0.498,1.66,3.31,0.5,0.571,-0.071
Terance Mann,27,18,0.319,0.48,1.59,0.302,0.351,-0.049,2019-20,27,18,0.452,1.37,2.26,0.607,0.588,0.019,27,20,0.533,1.56,2.67,0.583,0.552,0.031
Matthew Dellavedova,54,37,0.274,0.61,1.56,0.393,0.364,0.028,2019-20,54,47,0.397,1.35,2.26,0.598,0.606,-0.008,54,48,0.511,1.54,2.91,0.529,0.558,-0.03
Norvel Pelle,20,14,0.221,0.75,1.55,0.484,0.323,0.161,2019-20,20,19,0.514,2.0,3.6,0.556,0.622,-0.066,20,20,0.6,2.25,4.2,0.536,0.584,-0.049
Ryan Broekhoff,11,10,0.266,0.36,1.55,0.235,0.36,-0.125,2019-20,11,10,0.5,1.55,2.91,0.531,0.597,-0.066,11,10,0.594,1.73,3.45,0.5,0.559,-0.059
Alize Johnson,13,9,0.588,0.38,1.54,0.25,0.343,-0.093,2019-20,13,5,0.235,0.31,0.62,0.5,0.545,-0.045,13,6,0.382,0.46,1.0,0.462,0.522,-0.06
Caleb Swanigan,24,18,0.257,0.58,1.54,0.378,0.353,0.025,2019-20,24,18,0.41,1.58,2.46,0.644,0.627,0.017,24,20,0.514,1.88,3.08,0.608,0.587,0.021
Thon Maker,59,41,0.198,0.56,1.51,0.371,0.352,0.019,2019-20,59,56,0.461,2.08,3.51,0.594,0.63,-0.036,59,57,0.586,2.54,4.46,0.57,0.588,-0.018
Tyrone Wallace,12,10,0.409,0.67,1.5,0.444,0.374,0.07,2019-20,12,6,0.227,0.67,0.83,0.8,0.593,0.207,12,9,0.364,0.83,1.33,0.625,0.555,0.07
Jordan Bell,26,19,0.328,0.38,1.5,0.256,0.35,-0.093,2019-20,26,21,0.42,1.23,1.92,0.64,0.642,-0.002,26,21,0.479,1.35,2.19,0.614,0.599,0.015
Louis King,4,4,0.316,0.75,1.5,0.5,0.347,0.153,2019-20,4,4,0.421,1.5,2.0,0.75,0.632,0.118,4,4,0.579,1.75,2.75,0.636,0.579,0.058
Kyle Alexander,2,2,0.375,0.0,1.5,0.0,0.357,-0.357,2019-20,2,1,0.25,1.0,1.0,1.0,0.575,0.425,2,1,0.375,1.0,1.5,0.667,0.547,0.12
Thabo Sefolosha,40,33,0.305,0.6,1.5,0.4,0.36,0.04,2019-20,40,35,0.508,1.55,2.5,0.62,0.606,0.014,40,35,0.553,1.58,2.73,0.578,0.561,0.017
Sindarius Thornwell,2,2,0.214,0.5,1.5,0.333,0.426,-0.093,2019-20,2,2,0.429,1.5,3.0,0.5,0.53,-0.03,2,2,0.5,1.5,3.5,0.429,0.482,-0.054
Ed Davis,28,24,0.232,0.71,1.5,0.476,0.347,0.13,2019-20,28,26,0.326,1.39,2.11,0.661,0.631,0.03,28,27,0.398,1.5,2.57,0.583,0.587,-0.003
Willy Hernangomez,29,19,0.214,0.45,1.48,0.302,0.353,-0.05,2019-20,29,25,0.448,1.86,3.1,0.6,0.621,-0.021,29,25,0.552,2.17,3.83,0.568,0.578,-0.011
Jordan McLaughlin,30,22,0.199,0.47,1.47,0.318,0.357,-0.039,2019-20,30,29,0.57,2.43,4.2,0.579,0.588,-0.009,30,29,0.67,2.73,4.93,0.554,0.545,0.009
Chris Silva,32,23,0.27,0.63,1.47,0.426,0.342,0.083,2019-20,32,30,0.471,1.81,2.56,0.707,0.633,0.074,32,30,0.603,2.09,3.28,0.638,0.595,0.043
Alfonzo McKinnie,38,27,0.335,0.58,1.47,0.393,0.366,0.027,2019-20,38,34,0.467,1.45,2.05,0.705,0.616,0.089,38,35,0.545,1.55,2.39,0.648,0.567,0.082
E'Twaun Moore,54,39,0.268,0.67,1.46,0.456,0.368,0.087,2019-20,54,46,0.414,1.24,2.26,0.549,0.606,-0.056,54,50,0.539,1.57,2.94,0.535,0.56,-0.026
P.J. Dozier,26,19,0.277,0.73,1.46,0.5,0.36,0.14,2019-20,26,22,0.394,1.15,2.08,0.556,0.614,-0.058,26,24,0.577,1.46,3.04,0.481,0.563,-0.082
Michael Frazier II,11,8,0.291,0.45,1.45,0.313,0.338,-0.025,2019-20,11,11,0.418,1.73,2.09,0.826,0.595,0.231,11,11,0.527,2.0,2.64,0.759,0.536,0.223
Vlatko Cancar,9,7,0.65,0.67,1.44,0.462,0.385,0.077,2019-20,9,2,0.2,0.11,0.44,0.25,0.565,-0.315,9,2,0.2,0.11,0.44,0.25,0.522,-0.272
Javonte Green,41,30,0.369,0.41,1.44,0.288,0.356,-0.068,2019-20,41,30,0.394,0.83,1.54,0.54,0.608,-0.068,41,31,0.494,0.9,1.93,0.468,0.564,-0.096
Andre Roberson,7,5,0.25,0.29,1.43,0.2,0.35,-0.15,2019-20,7,6,0.525,2.43,3.0,0.81,0.611,0.199,7,6,0.675,2.43,3.86,0.63,0.558,0.071
Jarrell Brantley,7,6,0.263,0.57,1.43,0.4,0.39,0.011,2019-20,7,5,0.5,1.57,2.71,0.579,0.598,-0.019,7,6,0.605,2.14,3.29,0.652,0.553,0.099
Cheick Diallo,44,26,0.258,0.57,1.43,0.397,0.337,0.06,2019-20,44,35,0.467,1.41,2.59,0.544,0.634,-0.09,44,38,0.525,1.5,2.91,0.516,0.589,-0.073
T.J. Leaf,24,18,0.296,0.54,1.42,0.382,0.351,0.031,2019-20,24,20,0.513,1.42,2.46,0.576,0.586,-0.009,24,20,0.565,1.54,2.71,0.569,0.551,0.018
Tyson Chandler,24,17,0.296,0.25,1.42,0.176,0.344,-0.168,2019-20,24,20,0.4,1.46,1.92,0.761,0.628,0.133,24,22,0.522,1.67,2.5,0.667,0.586,0.081
Mike Muscala,43,34,0.195,0.53,1.42,0.377,0.34,0.037,2019-20,43,33,0.45,1.91,3.28,0.582,0.621,-0.04,43,38,0.565,2.23,4.12,0.542,0.583,-0.041
Deonte Burton,32,22,0.352,0.63,1.41,0.444,0.339,0.105,2019-20,32,22,0.383,0.94,1.53,0.612,0.593,0.019,32,26,0.461,1.09,1.84,0.593,0.555,0.039
Yogi Ferrell,42,29,0.401,0.52,1.4,0.373,0.344,0.029,2019-20,42,28,0.293,0.71,1.02,0.698,0.595,0.103,42,31,0.374,0.86,1.31,0.655,0.549,0.105
Amir Coffey,13,9,0.375,0.62,1.38,0.444,0.311,0.133,2019-20,13,9,0.333,0.77,1.23,0.625,0.587,0.038,13,9,0.396,0.77,1.46,0.526,0.545,-0.019
Carsen Edwards,34,24,0.423,0.32,1.38,0.234,0.347,-0.113,2019-20,34,25,0.369,0.74,1.21,0.61,0.579,0.031,34,26,0.405,0.76,1.32,0.578,0.541,0.037
Derrick Walton Jr.,22,11,0.345,0.45,1.36,0.333,0.357,-0.023,2019-20,22,14,0.299,0.68,1.18,0.577,0.6,-0.023,22,15,0.46,1.05,1.82,0.575,0.544,0.031
Yuta Watanabe,14,10,0.559,0.57,1.36,0.421,0.355,0.066,2019-20,14,7,0.206,0.36,0.5,0.714,0.568,0.146,14,7,0.235,0.43,0.57,0.75,0.532,0.218
Malcolm Miller,20,13,0.466,0.45,1.35,0.333,0.354,-0.021,2019-20,20,10,0.276,0.35,0.8,0.438,0.591,-0.153,20,16,0.431,0.5,1.25,0.4,0.513,-0.113
Marial Shayok,3,3,0.5,0.33,1.33,0.25,0.411,-0.161,2019-20,3,2,0.375,0.33,1.0,0.333,0.685,-0.351,3,2,0.375,0.33,1.0,0.333,0.642,-0.309
Marko Guduric,39,28,0.329,0.54,1.33,0.404,0.349,0.055,2019-20,39,27,0.43,1.15,1.74,0.662,0.601,0.06,39,30,0.544,1.33,2.21,0.605,0.558,0.047
Vic Law,6,4,0.471,0.5,1.33,0.375,0.322,0.053,2019-20,6,5,0.412,0.83,1.17,0.714,0.666,0.048,6,5,0.529,1.0,1.5,0.667,0.62,0.046
Isaiah Roby,3,3,0.667,0.33,1.33,0.25,0.335,-0.085,2019-20,3,1,0.333,0.33,0.67,0.5,0.699,-0.199,3,1,0.333,0.33,0.67,0.5,0.648,-0.148
Jarrod Uthoff,6,6,0.421,0.5,1.33,0.375,0.283,0.092,2019-20,6,4,0.579,1.33,1.83,0.727,0.612,0.116,6,4,0.579,1.33,1.83,0.727,0.57,0.157
Jared Dudley,37,23,0.297,0.57,1.32,0.429,0.357,0.072,2019-20,37,27,0.412,0.89,1.84,0.485,0.615,-0.13,37,28,0.527,1.08,2.35,0.46,0.574,-0.114
Rayjon Tucker,16,13,0.389,0.69,1.31,0.524,0.389,0.135,2019-20,16,8,0.278,0.63,0.94,0.667,0.573,0.094,16,8,0.315,0.69,1.06,0.647,0.506,0.141
Devon Hall,7,5,0.45,0.57,1.29,0.444,0.361,0.083,2019-20,7,4,0.3,0.71,0.86,0.833,0.628,0.206,7,5,0.35,0.86,1.0,0.857,0.56,0.297
Kevin Hervey,7,4,0.375,0.29,1.29,0.222,0.317,-0.095,2019-20,7,5,0.417,0.71,1.43,0.5,0.661,-0.161,7,5,0.5,0.71,1.71,0.417,0.608,-0.192
Zhaire Smith,4,3,0.417,1.0,1.25,0.8,0.336,0.464,2019-20,4,3,0.5,1.0,1.5,0.667,0.622,0.045,4,3,0.583,1.0,1.75,0.571,0.56,0.011
Melvin Frazier Jr.,12,9,0.405,0.25,1.25,0.2,0.347,-0.147,2019-20,12,5,0.297,0.67,0.92,0.727,0.603,0.124,12,5,0.351,0.75,1.08,0.692,0.561,0.131
Tyler Cook,8,5,0.455,0.63,1.25,0.5,0.383,0.117,2019-20,8,5,0.409,0.75,1.13,0.667,0.621,0.045,8,5,0.409,0.75,1.13,0.667,0.589,0.078
Wenyen Gabriel,22,15,0.318,0.59,1.23,0.481,0.358,0.124,2019-20,22,16,0.353,0.73,1.36,0.533,0.614,-0.081,22,19,0.424,0.77,1.64,0.472,0.583,-0.111
Quinndary Weatherspoon,9,6,0.344,0.56,1.22,0.455,0.354,0.1,2019-20,9,8,0.563,1.56,2.0,0.778,0.601,0.177,9,8,0.625,1.56,2.22,0.7,0.555,0.145
Goga Bitadze,53,32,0.225,0.26,1.21,0.219,0.349,-0.13,2019-20,53,47,0.523,1.4,2.81,0.497,0.605,-0.109,53,49,0.632,1.68,3.4,0.494,0.568,-0.073
Vincent Poirier,19,13,0.258,0.47,1.21,0.391,0.349,0.042,2019-20,19,16,0.438,0.79,2.05,0.385,0.616,-0.232,19,18,0.573,0.95,2.68,0.353,0.58,-0.227
Stanley Johnson,23,15,0.386,0.39,1.17,0.333,0.345,-0.012,2019-20,23,16,0.4,0.61,1.22,0.5,0.607,-0.107,23,19,0.486,0.65,1.48,0.441,0.569,-0.128
Amile Jefferson,12,8,0.483,0.25,1.17,0.214,0.327,-0.113,2019-20,12,6,0.276,0.25,0.67,0.375,0.659,-0.284,12,7,0.448,0.33,1.08,0.308,0.613,-0.305
Bruno Caboclo,27,16,0.248,0.41,1.15,0.355,0.368,-0.013,2019-20,27,22,0.464,1.26,2.15,0.586,0.599,-0.013,27,23,0.552,1.37,2.56,0.536,0.574,-0.038
Ignas Brazdeikis,7,4,0.533,0.29,1.14,0.25,0.353,-0.103,2019-20,7,3,0.2,0.14,0.43,0.333,0.588,-0.255,7,3,0.267,0.29,0.57,0.5,0.552,-0.052
Thanasis Antetokounmpo,15,9,0.34,0.4,1.07,0.375,0.35,0.025,2019-20,15,8,0.277,0.53,0.87,0.615,0.557,0.058,15,11,0.404,0.6,1.27,0.474,0.522,-0.049
Ante Zizic,21,15,0.174,0.57,1.0,0.571,0.342,0.23,2019-20,21,18,0.455,1.52,2.62,0.582,0.622,-0.041,21,20,0.587,1.71,3.38,0.507,0.585,-0.078
Joe Chealey,1,1,0.167,0.0,1.0,0.0,0.396,-0.396,2019-20,1,1,0.5,2.0,3.0,0.667,0.492,0.175,1,1,0.667,2.0,4.0,0.5,0.478,0.022
Daryl Macon,2,2,0.4,0.0,1.0,0.0,0.313,-0.313,2019-20,2,1,0.2,0.5,0.5,1.0,0.494,0.506,2,1,0.2,0.5,0.5,1.0,0.463,0.537
Dusty Hannahs,2,1,0.4,0.5,1.0,0.5,0.4,0.1,2019-20,2,2,0.4,0.5,1.0,0.5,0.565,-0.065,2,2,0.6,0.5,1.5,0.333,0.494,-0.161
Josh Reaves,2,2,0.333,0.5,1.0,0.5,0.406,0.095,2019-20,2,2,0.333,1.0,1.0,1.0,0.581,0.419,2,2,0.667,1.5,2.0,0.75,0.532,0.218
Moses Brown,7,4,0.333,0.57,1.0,0.571,0.338,0.234,2019-20,7,5,0.476,1.14,1.43,0.8,0.618,0.182,7,5,0.476,1.14,1.43,0.8,0.585,0.215
Naz Mitrou-Long,3,2,0.188,0.0,1.0,0.0,0.315,-0.315,2019-20,3,2,0.563,1.67,3.0,0.556,0.575,-0.019,3,2,0.688,1.67,3.67,0.455,0.531,-0.076
Johnathan Motley,7,3,0.333,0.43,1.0,0.429,0.287,0.142,2019-20,7,2,0.143,0.14,0.43,0.333,0.52,-0.186,7,6,0.429,0.71,1.29,0.556,0.561,-0.005
Shamorie Ponds,1,1,0.333,1.0,1.0,1.0,0.358,0.642,2019-20,1,1,0.333,1.0,1.0,1.0,0.6,0.4,1,1,0.333,1.0,1.0,1.0,0.577,0.423
Matt Mooney,3,1,0.429,0.0,1.0,0.0,0.361,-0.361,2019-20,3,2,0.286,0.67,0.67,1.0,0.494,0.506,3,3,0.429,0.67,1.0,0.667,0.499,0.168
Justin Wright-Foreman,3,2,0.25,0.33,1.0,0.333,0.392,-0.058,2019-20,3,3,0.667,2.33,2.67,0.875,0.575,0.3,3,3,0.667,2.33,2.67,0.875,0.529,0.346
Juwan Morgan,17,6,0.267,0.18,0.94,0.188,0.337,-0.15,2019-20,17,11,0.333,0.71,1.18,0.6,0.619,-0.019,17,14,0.5,1.0,1.76,0.567,0.565,0.002
Mfiondu Kabengele,10,5,0.209,0.5,0.9,0.556,0.33,0.225,2019-20,10,9,0.442,1.0,1.9,0.526,0.586,-0.059,10,9,0.512,1.1,2.2,0.5,0.55,-0.05
Charlie Brown Jr.,7,4,0.353,0.29,0.86,0.333,0.356,-0.023,2019-20,7,5,0.412,0.71,1.0,0.714,0.586,0.129,7,6,0.471,0.71,1.14,0.625,0.537,0.088
Nigel Williams-Goss,6,4,0.294,0.17,0.83,0.2,0.371,-0.171,2019-20,6,3,0.294,0.5,0.83,0.6,0.566,0.034,6,4,0.471,0.5,1.33,0.375,0.526,-0.151
Jerian Grant,6,3,0.161,0.5,0.83,0.6,0.332,0.268,2019-20,6,5,0.516,2.0,2.67,0.75,0.535,0.215,6,6,0.581,2.33,3.0,0.778,0.513,0.264
Justin Robinson,6,4,0.385,0.17,0.83,0.2,0.378,-0.178,2019-20,6,3,0.385,0.67,0.83,0.8,0.599,0.201,6,4,0.462,0.67,1.0,0.667,0.552,0.115
Chandler Parsons,5,4,0.333,0.6,0.8,0.75,0.331,0.419,2019-20,5,3,0.417,0.6,1.0,0.6,0.595,0.005,5,3,0.583,0.8,1.4,0.571,0.567,0.005
Jaylen Nowell,12,8,0.2,0.25,0.75,0.333,0.377,-0.044,2019-20,12,10,0.511,1.25,1.92,0.652,0.602,0.05,12,10,0.578,1.33,2.17,0.615,0.56,0.056
Udonis Haslem,4,2,0.15,0.5,0.75,0.667,0.364,0.302,2019-20,4,4,0.4,1.75,2.0,0.875,0.649,0.226,4,4,0.55,2.0,2.75,0.727,0.592,0.135
Dean Wade,11,6,0.267,0.27,0.73,0.375,0.354,0.022,2019-20,11,7,0.533,0.73,1.45,0.5,0.591,-0.091,11,8,0.633,0.82,1.73,0.474,0.565,-0.091
Jordan Bone,7,3,0.385,0.14,0.71,0.2,0.371,-0.171,2019-20,7,4,0.385,0.57,0.71,0.8,0.549,0.251,7,4,0.385,0.57,0.71,0.8,0.504,0.296
Jaylen Hoard,10,5,0.25,0.2,0.7,0.286,0.347,-0.061,2019-20,10,8,0.5,0.8,1.4,0.571,0.586,-0.014,10,9,0.643,1.0,1.8,0.556,0.536,0.02
Chasson Randle,3,2,0.182,0.67,0.67,1.0,0.389,0.611,2019-20,3,2,0.545,1.33,2.0,0.667,0.637,0.03,3,2,0.636,1.33,2.33,0.571,0.595,-0.024
Antonius Cleveland,6,4,0.308,0.33,0.67,0.5,0.36,0.141,2019-20,6,2,0.308,0.33,0.67,0.5,0.713,-0.213,6,2,0.308,0.33,0.67,0.5,0.676,-0.176
Brian Bowen II,5,1,0.3,0.4,0.6,0.667,0.351,0.316,2019-20,5,5,0.5,0.2,1.0,0.2,0.625,-0.425,5,5,0.7,0.4,1.4,0.286,0.55,-0.264
Jarred Vanderbilt,9,4,0.263,0.11,0.56,0.2,0.317,-0.117,2019-20,9,8,0.684,0.78,1.44,0.538,0.629,-0.091,9,8,0.684,0.78,1.44,0.538,0.597,-0.059
Tacko Fall,4,2,0.125,0.25,0.5,0.5,0.346,0.155,2019-20,4,2,0.188,0.5,0.75,0.667,0.619,0.047,4,3,0.25,0.75,1.0,0.75,0.614,0.136
Kostas Antetokounmpo,4,2,0.222,0.25,0.5,0.5,0.25,0.25,2019-20,4,3,0.333,0.75,0.75,1.0,0.626,0.374,4,4,0.556,0.75,1.25,0.6,0.601,-0.001
Dewan Hernandez,6,3,0.214,0.17,0.5,0.333,0.323,0.01,2019-20,6,3,0.429,0.33,1.0,0.333,0.632,-0.299,6,5,0.571,0.67,1.33,0.5,0.574,-0.074
Ryan Anderson,2,1,0.25,0.0,0.5,0.0,0.413,-0.413,2019-20,2,1,0.25,0.5,0.5,1.0,0.68,0.32,2,1,0.25,0.5,0.5,1.0,0.657,0.343
Kyle Guy,2,1,0.25,0.5,0.5,1.0,0.333,0.667,2019-20,2,1,0.25,0.0,0.5,0.0,0.549,-0.549,2,2,0.5,0.0,1.0,0.0,0.564,-0.564
Justin Patton,5,2,0.125,0.2,0.4,0.5,0.355,0.145,2019-20,5,4,0.375,0.6,1.2,0.5,0.596,-0.096,5,4,0.5,1.0,1.6,0.625,0.565,0.06
Henry Ellenson,5,2,0.286,0.0,0.4,0.0,0.38,-0.38,2019-20,5,3,0.429,0.2,0.6,0.333,0.65,-0.317,5,3,0.429,0.2,0.6,0.333,0.61,-0.277
Khyri Thomas,6,2,0.143,0.17,0.33,0.5,0.365,0.135,2019-20,6,3,0.5,0.67,1.17,0.571,0.612,-0.041,6,3,0.5,0.67,1.17,0.571,0.563,0.009
Josh Magette,5,1,0.091,0.0,0.2,0.0,0.357,-0.357,2019-20,5,4,0.636,0.8,1.4,0.571,0.621,-0.049,5,4,0.636,0.8,1.4,0.571,0.58,-0.009
Pascal Siakam,56,56,0.402,2.59,6.29,0.412,0.368,0.044,2020-21,56,55,0.363,3.63,5.68,0.638,0.629,0.009,56,56,0.45,4.11,7.04,0.584,0.585,-0.001
Zion Williamson,59,59,0.454,2.2,6.29,0.35,0.364,-0.014,2020-21,59,57,0.345,2.81,4.78,0.589,0.624,-0.035,59,59,0.428,3.32,5.93,0.56,0.584,-0.024
Darius Bazley,54,54,0.41,2.13,6.15,0.346,0.365,-0.018,2020-21,54,54,0.378,3.44,5.67,0.608,0.626,-0.018,54,54,0.435,3.85,6.52,0.591,0.587,0.004
Shai Gilgeous-Alexander,34,34,0.417,2.12,6.12,0.346,0.368,-0.022,2020-21,34,34,0.361,3.15,5.29,0.594,0.615,-0.021,34,34,0.443,3.76,6.5,0.579,0.573,0.007
RJ Barrett,71,70,0.44,2.01,6.1,0.33,0.361,-0.031,2020-21,71,70,0.333,2.65,4.62,0.573,0.619,-0.045,71,71,0.424,3.13,5.87,0.532,0.574,-0.041
De'Aaron Fox,56,56,0.411,2.32,6.04,0.385,0.371,0.014,2020-21,56,56,0.369,3.41,5.41,0.63,0.609,0.021,56,56,0.434,3.77,6.38,0.591,0.57,0.021
Terry Rozier,68,68,0.437,2.07,5.96,0.348,0.367,-0.019,2020-21,68,68,0.35,3.07,4.76,0.645,0.604,0.041,68,68,0.428,3.65,5.82,0.626,0.565,0.062
Josh Hart,46,46,0.436,2.35,5.76,0.408,0.369,0.038,2020-21,46,44,0.317,2.87,4.2,0.684,0.625,0.059,46,46,0.401,3.28,5.3,0.619,0.581,0.038
Andrew Wiggins,70,70,0.384,2.13,5.74,0.371,0.37,0.001,2020-21,70,68,0.359,2.99,5.37,0.556,0.616,-0.06,70,70,0.45,3.5,6.73,0.52,0.575,-0.055
Jrue Holiday,58,58,0.43,2.45,5.69,0.43,0.366,0.065,2020-21,58,57,0.307,2.07,4.07,0.508,0.625,-0.116,58,58,0.392,2.55,5.19,0.492,0.579,-0.087
Christian Wood,41,41,0.324,2.29,5.66,0.405,0.375,0.03,2020-21,41,41,0.378,3.51,6.61,0.531,0.623,-0.092,41,41,0.469,4.24,8.2,0.518,0.585,-0.067
Lonzo Ball,53,53,0.436,2.13,5.55,0.384,0.376,0.008,2020-21,53,50,0.307,2.47,3.91,0.633,0.599,0.034,53,53,0.404,3.0,5.13,0.585,0.558,0.026
Luguentz Dort,51,51,0.435,1.96,5.49,0.357,0.377,-0.02,2020-21,51,50,0.313,2.61,3.94,0.662,0.615,0.047,51,50,0.381,2.86,4.8,0.596,0.576,0.02
CJ McCollum,46,46,0.414,2.22,5.48,0.405,0.375,0.029,2020-21,46,45,0.302,2.5,4.0,0.625,0.606,0.019,46,45,0.397,2.91,5.26,0.554,0.559,-0.005
Eric Bledsoe,69,68,0.44,2.17,5.45,0.399,0.36,0.039,2020-21,69,66,0.308,2.43,3.81,0.639,0.609,0.03,69,68,0.39,2.91,4.83,0.604,0.566,0.038
Jamal Murray,47,46,0.437,1.74,5.43,0.322,0.371,-0.049,2020-21,47,46,0.329,2.7,4.09,0.661,0.62,0.041,47,46,0.398,3.06,4.94,0.621,0.579,0.042
Victor Oladipo,31,31,0.407,2.06,5.42,0.381,0.37,0.011,2020-21,31,31,0.37,3.0,4.94,0.608,0.603,0.004,31,31,0.467,3.39,6.23,0.544,0.565,-0.021
Bradley Beal,59,58,0.422,2.08,5.36,0.389,0.371,0.018,2020-21,59,57,0.303,2.41,3.85,0.626,0.618,0.007,59,59,0.384,2.83,4.86,0.582,0.578,0.004
Luka Doncic,66,64,0.399,1.91,5.23,0.365,0.366,-0.001,2020-21,66,65,0.38,2.95,4.98,0.593,0.614,-0.021,66,66,0.455,3.32,5.97,0.556,0.575,-0.02
Danny Green,69,68,0.397,1.83,5.22,0.35,0.369,-0.019,2020-21,69,69,0.366,2.75,4.81,0.572,0.616,-0.043,69,69,0.434,3.12,5.7,0.547,0.572,-0.025
Trevor Ariza,28,28,0.435,1.86,5.21,0.356,0.366,-0.009,2020-21,28,26,0.321,2.54,3.86,0.657,0.614,0.044,28,28,0.432,3.04,5.18,0.586,0.574,0.013
Kemba Walker,43,43,0.384,2.0,5.19,0.386,0.374,0.011,2020-21,43,43,0.358,3.19,4.84,0.659,0.62,0.039,43,43,0.446,3.81,6.02,0.633,0.585,0.049
Fred VanVleet,52,52,0.362,2.0,5.19,0.385,0.367,0.018,2020-21,52,51,0.352,2.96,5.04,0.588,0.609,-0.022,52,52,0.479,3.69,6.87,0.538,0.569,-0.031
Damian Lillard,64,64,0.434,1.88,5.19,0.361,0.367,-0.006,2020-21,64,62,0.316,2.45,3.78,0.649,0.611,0.038,64,62,0.404,2.86,4.83,0.592,0.567,0.025
Jaylen Brown,58,56,0.423,1.78,5.19,0.342,0.372,-0.03,2020-21,58,58,0.355,2.55,4.36,0.585,0.616,-0.031,58,58,0.435,2.98,5.34,0.558,0.573,-0.015
Jimmy Butler,50,49,0.432,1.64,5.16,0.318,0.362,-0.044,2020-21,50,47,0.317,2.38,3.78,0.63,0.61,0.02,50,48,0.409,2.86,4.88,0.586,0.568,0.018
Kelly Olynyk,70,69,0.344,2.19,5.16,0.424,0.364,0.06,2020-21,70,70,0.394,3.7,5.9,0.627,0.624,0.004,70,70,0.493,4.31,7.39,0.584,0.583,0.001
Paul George,54,53,0.401,1.67,5.15,0.324,0.371,-0.048,2020-21,54,54,0.349,2.78,4.48,0.62,0.617,0.003,54,54,0.434,3.2,5.57,0.575,0.577,-0.002
Julius Randle,70,69,0.35,1.81,5.14,0.353,0.363,-0.01,2020-21,70,68,0.388,3.23,5.71,0.565,0.63,-0.065,70,70,0.492,3.73,7.24,0.515,0.588,-0.073
Tim Hardaway Jr.,70,70,0.491,1.94,5.13,0.379,0.367,0.012,2020-21,70,66,0.271,1.79,2.83,0.631,0.608,0.023,70,68,0.339,2.17,3.54,0.613,0.572,0.041
Kyle Lowry,46,46,0.389,1.93,5.13,0.377,0.374,0.003,2020-21,46,46,0.376,3.11,4.96,0.627,0.607,0.02,46,46,0.475,3.5,6.26,0.559,0.565,-0.006
De'Andre Hunter,23,23,0.415,1.52,5.13,0.297,0.373,-0.076,2020-21,23,22,0.345,2.09,4.26,0.49,0.62,-0.13,23,22,0.454,2.74,5.61,0.488,0.567,-0.078
Dillon Brooks,67,67,0.394,2.13,5.12,0.417,0.367,0.05,2020-21,67,66,0.331,2.52,4.3,0.587,0.612,-0.025,67,67,0.423,3.07,5.49,0.56,0.569,-0.009
