PLAYER_NAME,GP_x,G_x,FREQ 3 Pointers,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS 3 Pointers,Season,GP_y,G_y,FREQ Less Than 6Ft,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS Less Than 6Ft,GP,G,FREQ Less Than 10Ft,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS Less Than 10Ft
Rayjon Tucker,5,3,0.559,2.2,3.8,0.579,0.346,0.232,2021-22,5,5,0.294,2.0,2.0,1.0,0.6,0.4,5,5,0.353,2.4,2.4,1.0,0.571,0.429
Reggie Perry,10,10,0.349,1.3,3.8,0.342,0.345,-0.003,2021-22,10,9,0.339,2.6,3.7,0.703,0.609,0.094,10,10,0.468,3.4,5.1,0.667,0.572,0.095
Tobias Harris,73,71,0.308,1.1,3.79,0.289,0.358,-0.069,2021-22,73,72,0.376,3.14,4.63,0.678,0.628,0.05,73,73,0.47,3.47,5.79,0.598,0.583,0.015
Jalen Green,67,66,0.366,1.49,3.79,0.394,0.359,0.035,2021-22,67,65,0.441,3.16,4.57,0.693,0.64,0.053,67,66,0.513,3.49,5.31,0.657,0.589,0.068
Bojan Bogdanovic,69,65,0.388,1.51,3.78,0.398,0.351,0.047,2021-22,69,64,0.336,2.0,3.28,0.611,0.636,-0.026,69,69,0.435,2.42,4.25,0.57,0.59,-0.02
George Hill,54,53,0.412,1.33,3.76,0.355,0.349,0.006,2021-22,54,44,0.284,1.61,2.59,0.621,0.616,0.005,54,49,0.404,2.0,3.69,0.543,0.565,-0.022
Gary Harris,61,57,0.413,1.39,3.75,0.371,0.363,0.008,2021-22,61,56,0.31,1.8,2.82,0.64,0.622,0.018,61,58,0.412,2.1,3.74,0.561,0.577,-0.015
Evan Fournier,80,79,0.378,1.23,3.75,0.327,0.36,-0.034,2021-22,80,76,0.357,2.34,3.54,0.661,0.625,0.036,80,77,0.44,2.69,4.36,0.616,0.575,0.041
Derrick Rose,26,26,0.391,1.08,3.73,0.289,0.349,-0.06,2021-22,26,25,0.327,1.65,3.12,0.531,0.619,-0.088,26,26,0.415,1.81,3.96,0.456,0.565,-0.109
Vit Krejci,29,27,0.388,1.14,3.72,0.306,0.358,-0.052,2021-22,29,29,0.396,2.62,3.79,0.691,0.631,0.06,29,29,0.496,2.9,4.76,0.609,0.576,0.033
Kevin Love,74,72,0.37,1.22,3.72,0.327,0.347,-0.02,2021-22,74,72,0.387,2.18,3.89,0.559,0.629,-0.07,74,74,0.46,2.54,4.62,0.55,0.588,-0.039
Malcolm Brogdon,36,36,0.32,1.22,3.72,0.328,0.356,-0.027,2021-22,36,34,0.368,2.58,4.28,0.604,0.622,-0.018,36,35,0.487,3.22,5.67,0.569,0.573,-0.005
Mike Conley,72,70,0.371,1.38,3.72,0.369,0.354,0.015,2021-22,72,68,0.311,1.9,3.13,0.609,0.618,-0.01,72,71,0.416,2.32,4.18,0.555,0.573,-0.018
Coby White,61,58,0.347,1.28,3.72,0.344,0.358,-0.014,2021-22,61,60,0.388,2.61,4.16,0.626,0.623,0.003,61,61,0.493,3.1,5.3,0.585,0.569,0.017
Chimezie Metu,59,56,0.387,1.41,3.69,0.381,0.348,0.033,2021-22,59,57,0.401,2.25,3.83,0.588,0.625,-0.036,59,57,0.475,2.61,4.54,0.575,0.584,-0.01
Duncan Robinson,79,76,0.406,1.42,3.68,0.385,0.359,0.026,2021-22,79,75,0.324,1.89,2.94,0.642,0.63,0.012,79,77,0.421,2.28,3.82,0.596,0.582,0.014
Carmelo Anthony,69,67,0.359,1.2,3.67,0.328,0.354,-0.026,2021-22,69,65,0.378,2.49,3.86,0.647,0.631,0.015,69,67,0.47,2.8,4.8,0.583,0.588,-0.005
Darren Collison,3,3,0.688,1.67,3.67,0.455,0.32,0.134,2021-22,3,1,0.125,0.33,0.67,0.5,0.644,-0.144,3,2,0.25,0.67,1.33,0.5,0.582,-0.082
Melvin Frazier Jr.,3,3,0.379,2.0,3.67,0.545,0.37,0.175,2021-22,3,3,0.414,3.0,4.0,0.75,0.629,0.122,3,3,0.448,3.0,4.33,0.692,0.572,0.121
BJ Johnson,3,3,0.407,2.0,3.67,0.545,0.316,0.23,2021-22,3,3,0.481,2.0,4.33,0.462,0.586,-0.124,3,3,0.556,2.0,5.0,0.4,0.551,-0.151
Jordan Poole,76,76,0.421,1.3,3.66,0.356,0.358,-0.002,2021-22,76,72,0.337,1.84,2.93,0.628,0.621,0.007,76,76,0.437,2.2,3.8,0.578,0.574,0.004
Malik Monk,76,72,0.338,1.26,3.66,0.345,0.362,-0.017,2021-22,76,74,0.401,2.88,4.34,0.664,0.63,0.034,76,75,0.505,3.29,5.47,0.601,0.578,0.023
Patty Mills,81,79,0.408,1.22,3.65,0.334,0.352,-0.018,2021-22,81,76,0.337,1.99,3.01,0.66,0.625,0.034,81,77,0.429,2.28,3.84,0.595,0.573,0.022
Mitchell Robinson,72,67,0.313,1.35,3.65,0.369,0.351,0.017,2021-22,72,71,0.354,2.22,4.13,0.539,0.639,-0.1,72,71,0.436,2.61,5.08,0.514,0.598,-0.084
Immanuel Quickley,78,76,0.419,1.22,3.65,0.333,0.349,-0.016,2021-22,78,68,0.339,1.64,2.96,0.554,0.607,-0.053,78,75,0.413,1.81,3.6,0.502,0.557,-0.055
Gordon Hayward,48,47,0.381,1.42,3.65,0.389,0.356,0.032,2021-22,48,47,0.359,2.1,3.44,0.612,0.642,-0.03,48,48,0.444,2.44,4.25,0.574,0.592,-0.018
Jerami Grant,47,46,0.383,1.43,3.64,0.392,0.359,0.033,2021-22,47,45,0.38,2.19,3.62,0.606,0.647,-0.042,47,46,0.454,2.43,4.32,0.562,0.6,-0.038
Eric Bledsoe,54,52,0.394,1.3,3.61,0.359,0.356,0.003,2021-22,54,51,0.358,2.04,3.28,0.621,0.621,0.001,54,54,0.481,2.39,4.41,0.542,0.576,-0.034
Kessler Edwards,44,42,0.343,1.3,3.59,0.361,0.346,0.015,2021-22,44,43,0.435,3.02,4.55,0.665,0.632,0.033,44,44,0.5,3.18,5.23,0.609,0.584,0.024
Justin Holiday,74,72,0.369,1.43,3.59,0.398,0.36,0.038,2021-22,74,72,0.374,2.42,3.64,0.665,0.627,0.038,74,74,0.469,2.85,4.57,0.624,0.579,0.046
Michael Porter Jr.,9,7,0.356,1.11,3.56,0.313,0.37,-0.057,2021-22,9,8,0.422,3.44,4.22,0.816,0.655,0.16,9,9,0.511,3.44,5.11,0.674,0.598,0.076
Danilo Gallinari,66,63,0.393,1.24,3.56,0.349,0.353,-0.004,2021-22,66,62,0.38,2.3,3.44,0.67,0.633,0.036,66,63,0.455,2.62,4.12,0.636,0.59,0.046
Jeremiah Robinson-Earl,49,46,0.307,1.2,3.55,0.339,0.357,-0.018,2021-22,49,47,0.425,2.9,4.92,0.589,0.644,-0.055,49,48,0.534,3.47,6.18,0.561,0.597,-0.036
Jarred Vanderbilt,74,70,0.357,1.15,3.55,0.323,0.351,-0.028,2021-22,74,73,0.403,2.41,4.01,0.599,0.648,-0.049,74,74,0.48,2.7,4.78,0.565,0.602,-0.037
Tim Hardaway Jr.,42,41,0.371,1.19,3.55,0.336,0.345,-0.01,2021-22,42,41,0.358,2.19,3.43,0.639,0.623,0.016,42,41,0.44,2.57,4.21,0.61,0.576,0.034
Monte Morris,75,75,0.384,1.13,3.55,0.32,0.361,-0.041,2021-22,75,73,0.347,2.13,3.2,0.667,0.621,0.046,75,75,0.458,2.68,4.23,0.634,0.57,0.064
Duane Washington Jr.,46,44,0.411,1.41,3.54,0.399,0.354,0.045,2021-22,46,42,0.355,2.04,3.07,0.667,0.619,0.048,46,44,0.456,2.33,3.93,0.591,0.569,0.022
James Johnson,61,58,0.426,1.36,3.49,0.39,0.353,0.037,2021-22,61,53,0.318,1.46,2.61,0.56,0.636,-0.076,61,57,0.404,1.69,3.31,0.51,0.586,-0.076
Terry Taylor,31,30,0.341,1.58,3.48,0.454,0.351,0.103,2021-22,31,26,0.36,2.39,3.68,0.649,0.638,0.011,31,29,0.492,2.97,5.03,0.59,0.584,0.005
Chuma Okeke,70,69,0.359,1.2,3.47,0.346,0.35,-0.004,2021-22,70,69,0.409,2.47,3.96,0.625,0.63,-0.005,70,70,0.487,2.8,4.71,0.594,0.586,0.008
Joe Harris,14,14,0.336,1.0,3.43,0.292,0.355,-0.063,2021-22,14,14,0.406,2.5,4.14,0.603,0.633,-0.03,14,14,0.49,2.79,5.0,0.557,0.583,-0.026
Maxi Kleber,59,55,0.295,1.03,3.42,0.302,0.345,-0.043,2021-22,59,58,0.374,2.44,4.34,0.563,0.628,-0.065,59,59,0.482,2.92,5.59,0.521,0.582,-0.061
Jordan Nwora,60,52,0.45,1.2,3.4,0.353,0.35,0.003,2021-22,60,54,0.349,1.7,2.63,0.646,0.622,0.024,60,56,0.444,2.02,3.35,0.602,0.572,0.03
Alperen Sengun,72,66,0.278,1.21,3.39,0.357,0.357,-0.001,2021-22,72,71,0.466,3.49,5.68,0.614,0.632,-0.019,72,71,0.562,4.13,6.85,0.602,0.588,0.014
Dennis Schroder,64,61,0.344,1.14,3.39,0.336,0.354,-0.018,2021-22,64,62,0.38,2.28,3.75,0.608,0.618,-0.01,64,63,0.475,2.69,4.69,0.573,0.568,0.005
Isaac Okoro,67,60,0.34,1.01,3.39,0.3,0.355,-0.055,2021-22,67,63,0.343,2.1,3.42,0.616,0.614,0.002,67,65,0.458,2.48,4.57,0.542,0.564,-0.022
Hassani Gravett,8,8,0.38,1.38,3.38,0.407,0.364,0.043,2021-22,8,8,0.324,1.88,2.88,0.652,0.564,0.089,8,8,0.423,2.13,3.75,0.567,0.534,0.032
Georges Niang,76,74,0.359,1.39,3.37,0.414,0.349,0.065,2021-22,76,71,0.355,2.0,3.33,0.601,0.634,-0.033,76,75,0.452,2.41,4.24,0.568,0.589,-0.021
Ricky Rubio,34,32,0.36,0.85,3.35,0.254,0.343,-0.089,2021-22,34,33,0.353,1.82,3.29,0.554,0.624,-0.071,34,34,0.442,2.12,4.12,0.514,0.569,-0.055
Ziaire Williams,62,61,0.392,0.98,3.35,0.293,0.353,-0.06,2021-22,62,58,0.345,1.85,2.95,0.628,0.621,0.007,62,58,0.43,2.16,3.68,0.588,0.581,0.006
Danny Green,62,59,0.351,1.34,3.34,0.401,0.353,0.048,2021-22,62,57,0.334,2.05,3.18,0.645,0.623,0.022,62,61,0.435,2.45,4.13,0.594,0.575,0.018
Kevon Looney,82,77,0.274,1.12,3.33,0.337,0.355,-0.018,2021-22,82,80,0.35,2.45,4.26,0.576,0.638,-0.062,82,81,0.466,3.18,5.67,0.561,0.6,-0.039
Cameron McGriff,3,3,0.556,1.33,3.33,0.4,0.317,0.083,2021-22,3,3,0.222,1.0,1.33,0.75,0.659,0.091,3,3,0.333,1.0,2.0,0.5,0.607,-0.107
Georgios Kalaitzakis,9,8,0.476,1.56,3.33,0.467,0.349,0.117,2021-22,9,8,0.365,1.67,2.56,0.652,0.612,0.04,9,9,0.476,2.0,3.33,0.6,0.564,0.036
Damion Lee,63,61,0.448,1.14,3.33,0.343,0.353,-0.01,2021-22,63,59,0.36,1.75,2.68,0.651,0.618,0.033,63,61,0.441,1.95,3.29,0.594,0.573,0.021
Maurice Harkless,45,37,0.444,1.04,3.33,0.313,0.352,-0.039,2021-22,45,39,0.328,1.6,2.47,0.649,0.63,0.019,45,39,0.373,1.78,2.8,0.635,0.585,0.05
Lindy Waters III,24,21,0.44,1.42,3.33,0.425,0.34,0.085,2021-22,24,20,0.341,1.38,2.58,0.532,0.628,-0.096,24,21,0.429,1.58,3.25,0.487,0.576,-0.089
Cameron Johnson,66,63,0.343,1.17,3.32,0.352,0.356,-0.004,2021-22,66,59,0.355,2.06,3.44,0.599,0.618,-0.019,66,63,0.455,2.35,4.41,0.533,0.577,-0.045
Kentavious Caldwell-Pope,77,74,0.35,1.13,3.31,0.341,0.36,-0.019,2021-22,77,76,0.376,2.34,3.56,0.657,0.628,0.029,77,76,0.464,2.65,4.39,0.604,0.577,0.026
Rui Hachimura,42,39,0.398,1.48,3.31,0.446,0.36,0.086,2021-22,42,40,0.341,1.86,2.83,0.655,0.643,0.013,42,40,0.404,2.07,3.36,0.617,0.599,0.018
Malik Beasley,79,73,0.436,1.08,3.3,0.326,0.357,-0.032,2021-22,79,72,0.331,1.58,2.51,0.631,0.626,0.005,79,75,0.415,1.9,3.14,0.605,0.582,0.023
R.J. Hampton,64,59,0.416,1.31,3.3,0.398,0.36,0.038,2021-22,64,59,0.339,1.94,2.69,0.721,0.607,0.114,64,61,0.414,2.25,3.28,0.686,0.561,0.125
Kris Dunn,14,13,0.331,1.36,3.29,0.413,0.34,0.073,2021-22,14,13,0.46,2.86,4.57,0.625,0.601,0.024,14,14,0.554,3.21,5.5,0.584,0.569,0.015
DeMar DeRozan,76,74,0.329,1.12,3.29,0.34,0.353,-0.013,2021-22,76,74,0.423,2.75,4.24,0.649,0.631,0.018,76,76,0.511,3.01,5.12,0.589,0.583,0.005
Isaiah Hartenstein,68,61,0.264,1.07,3.29,0.326,0.34,-0.014,2021-22,68,68,0.423,2.76,5.26,0.525,0.629,-0.103,68,68,0.53,3.29,6.6,0.499,0.585,-0.086
Clint Capela,74,67,0.232,1.12,3.28,0.342,0.345,-0.004,2021-22,74,74,0.402,3.45,5.69,0.606,0.648,-0.042,74,74,0.498,4.01,7.04,0.57,0.601,-0.031
Thaddeus Young,51,46,0.402,1.12,3.27,0.341,0.343,-0.001,2021-22,51,48,0.369,2.0,3.0,0.667,0.641,0.026,51,48,0.439,2.27,3.57,0.637,0.596,0.041
Montrezl Harrell,71,67,0.287,1.03,3.27,0.315,0.349,-0.034,2021-22,71,67,0.309,2.3,3.52,0.652,0.646,0.006,71,69,0.418,2.77,4.76,0.583,0.596,-0.013
Collin Sexton,11,11,0.353,0.91,3.27,0.278,0.358,-0.08,2021-22,11,10,0.304,1.82,2.82,0.645,0.624,0.021,11,11,0.441,2.45,4.09,0.6,0.566,0.034
Damian Jones,53,46,0.297,1.4,3.26,0.428,0.355,0.073,2021-22,53,51,0.402,2.6,4.42,0.59,0.635,-0.045,53,52,0.51,3.15,5.6,0.562,0.592,-0.03
Nickeil Alexander-Walker,64,60,0.385,1.16,3.25,0.356,0.356,0.0,2021-22,64,59,0.357,2.11,3.02,0.699,0.63,0.069,64,61,0.456,2.34,3.84,0.61,0.583,0.027
Cory Joseph,65,59,0.343,1.17,3.25,0.36,0.356,0.004,2021-22,65,63,0.412,2.42,3.91,0.618,0.627,-0.009,65,63,0.497,2.75,4.71,0.585,0.575,0.01
Mason Plumlee,72,70,0.227,0.96,3.24,0.296,0.348,-0.052,2021-22,72,71,0.439,3.79,6.26,0.605,0.646,-0.041,72,72,0.54,4.44,7.71,0.577,0.6,-0.024
Markieff Morris,17,16,0.487,0.94,3.24,0.291,0.34,-0.049,2021-22,17,15,0.301,1.29,2.0,0.647,0.615,0.032,17,16,0.389,1.71,2.59,0.659,0.565,0.094
Matisse Thybulle,66,61,0.331,0.79,3.23,0.244,0.36,-0.116,2021-22,66,64,0.353,2.05,3.44,0.595,0.613,-0.018,66,66,0.459,2.42,4.47,0.542,0.567,-0.025
Terance Mann,81,76,0.319,1.15,3.22,0.356,0.355,0.001,2021-22,81,81,0.402,2.38,4.06,0.587,0.621,-0.034,81,81,0.512,2.84,5.17,0.549,0.574,-0.025
Tre Mann,60,53,0.4,1.03,3.22,0.321,0.354,-0.033,2021-22,60,54,0.385,1.93,3.1,0.624,0.621,0.003,60,56,0.472,2.27,3.8,0.596,0.57,0.027
Steven Adams,76,67,0.228,1.07,3.2,0.333,0.342,-0.008,2021-22,76,75,0.413,3.5,5.79,0.605,0.644,-0.04,76,76,0.519,4.24,7.28,0.582,0.603,-0.021
Nemanja Bjelica,71,66,0.306,1.11,3.2,0.348,0.356,-0.008,2021-22,71,69,0.422,2.73,4.41,0.62,0.626,-0.006,71,71,0.54,3.18,5.65,0.564,0.585,-0.021
Chris Boucher,80,73,0.361,1.0,3.2,0.313,0.355,-0.042,2021-22,80,74,0.42,2.21,3.73,0.594,0.633,-0.039,80,75,0.49,2.39,4.35,0.549,0.591,-0.042
LaMarcus Aldridge,47,43,0.264,1.17,3.17,0.369,0.353,0.016,2021-22,47,43,0.344,2.3,4.13,0.557,0.634,-0.077,47,44,0.44,2.79,5.28,0.528,0.594,-0.066
Ben McLemore,62,58,0.48,1.24,3.15,0.395,0.36,0.035,2021-22,62,51,0.35,1.68,2.29,0.732,0.628,0.105,62,54,0.419,1.85,2.74,0.676,0.581,0.096
Jaxson Hayes,70,63,0.359,1.0,3.14,0.318,0.347,-0.029,2021-22,70,66,0.342,1.73,2.99,0.579,0.625,-0.046,70,68,0.428,2.09,3.74,0.557,0.587,-0.03
Justin Anderson,16,15,0.41,1.38,3.13,0.44,0.339,0.101,2021-22,16,15,0.402,1.94,3.06,0.633,0.646,-0.014,16,15,0.467,2.19,3.56,0.614,0.594,0.02
Kyle Kuzma,66,65,0.252,1.03,3.11,0.332,0.357,-0.026,2021-22,66,65,0.422,2.95,5.2,0.569,0.622,-0.053,66,66,0.538,3.39,6.62,0.513,0.575,-0.062
Raul Neto,68,65,0.349,1.12,3.1,0.36,0.354,0.006,2021-22,68,61,0.356,2.1,3.16,0.665,0.616,0.049,68,63,0.465,2.49,4.13,0.601,0.564,0.037
Kelly Olynyk,40,38,0.293,1.2,3.1,0.387,0.356,0.031,2021-22,40,38,0.437,2.73,4.63,0.589,0.631,-0.042,40,40,0.527,3.2,5.58,0.574,0.585,-0.011
Doug McDermott,51,51,0.383,1.22,3.1,0.392,0.353,0.039,2021-22,51,46,0.358,1.98,2.9,0.682,0.629,0.054,51,49,0.446,2.35,3.61,0.652,0.581,0.072
Eric Gordon,57,55,0.4,1.0,3.09,0.324,0.353,-0.029,2021-22,57,52,0.323,1.6,2.49,0.641,0.625,0.016,57,55,0.423,1.79,3.26,0.548,0.58,-0.032
Larry Nance Jr.,46,43,0.354,1.09,3.09,0.352,0.355,-0.003,2021-22,46,44,0.394,2.48,3.43,0.722,0.632,0.09,46,46,0.479,2.78,4.17,0.667,0.585,0.081
Avery Bradley,62,56,0.386,1.23,3.08,0.398,0.36,0.038,2021-22,62,58,0.358,2.16,2.85,0.757,0.62,0.137,62,60,0.453,2.47,3.61,0.683,0.571,0.112
Precious Achiuwa,73,64,0.269,0.99,3.08,0.32,0.353,-0.033,2021-22,73,70,0.429,2.68,4.9,0.547,0.635,-0.088,73,72,0.522,3.14,5.97,0.525,0.594,-0.069
Javonte Green,65,59,0.359,1.15,3.08,0.375,0.363,0.012,2021-22,65,60,0.373,1.88,3.2,0.587,0.629,-0.043,65,63,0.474,2.26,4.06,0.557,0.583,-0.027
Bones Hyland,68,64,0.42,0.99,3.06,0.322,0.35,-0.027,2021-22,68,65,0.372,1.71,2.71,0.63,0.624,0.007,68,66,0.446,2.0,3.25,0.615,0.584,0.032
Trendon Watford,48,44,0.35,1.1,3.06,0.361,0.353,0.008,2021-22,48,45,0.431,2.46,3.77,0.652,0.637,0.015,48,46,0.517,2.65,4.52,0.585,0.594,-0.009
Furkan Korkmaz,63,58,0.412,1.0,3.06,0.326,0.357,-0.03,2021-22,63,53,0.344,1.6,2.56,0.627,0.624,0.003,63,57,0.417,1.83,3.1,0.59,0.572,0.017
Torrey Craig,78,70,0.352,1.03,3.05,0.336,0.353,-0.017,2021-22,78,67,0.362,1.91,3.14,0.608,0.629,-0.02,78,72,0.452,2.21,3.92,0.562,0.578,-0.016
Zach Collins,28,27,0.251,1.18,3.04,0.388,0.333,0.055,2021-22,28,25,0.364,2.5,4.39,0.569,0.634,-0.065,28,27,0.503,3.29,6.07,0.541,0.593,-0.052
Hamidou Diallo,58,55,0.394,1.22,3.03,0.403,0.362,0.041,2021-22,58,51,0.378,1.71,2.91,0.586,0.64,-0.054,58,54,0.452,1.9,3.48,0.545,0.591,-0.046
Moritz Wagner,60,54,0.351,1.13,3.02,0.376,0.353,0.022,2021-22,60,55,0.316,1.75,2.72,0.644,0.62,0.025,60,57,0.424,2.28,3.65,0.626,0.578,0.048
Facundo Campazzo,58,54,0.435,1.07,3.0,0.356,0.345,0.012,2021-22,58,49,0.328,1.33,2.26,0.588,0.607,-0.019,58,52,0.408,1.55,2.81,0.552,0.557,-0.005
Nerlens Noel,25,23,0.274,1.32,3.0,0.44,0.345,0.095,2021-22,25,25,0.485,2.92,5.32,0.549,0.656,-0.107,25,25,0.555,3.16,6.08,0.52,0.616,-0.096
Oshae Brissett,67,62,0.325,1.24,3.0,0.413,0.346,0.067,2021-22,67,63,0.452,2.73,4.18,0.654,0.634,0.02,67,63,0.53,3.03,4.9,0.619,0.583,0.036
Stanley Johnson,48,46,0.281,1.08,3.0,0.361,0.351,0.01,2021-22,48,47,0.424,2.98,4.52,0.659,0.62,0.039,48,47,0.529,3.42,5.65,0.605,0.573,0.032
Freddie Gillespie,9,9,0.338,1.56,3.0,0.519,0.353,0.166,2021-22,9,9,0.45,2.22,4.0,0.556,0.622,-0.067,9,9,0.5,2.33,4.44,0.525,0.579,-0.054
Greg Brown III,42,36,0.453,1.07,3.0,0.357,0.349,0.008,2021-22,42,33,0.374,1.71,2.48,0.692,0.633,0.059,42,34,0.457,2.05,3.02,0.677,0.586,0.091
Javonte Smart,12,9,0.439,0.92,3.0,0.306,0.362,-0.057,2021-22,12,11,0.341,1.33,2.33,0.571,0.605,-0.033,12,12,0.427,1.5,2.92,0.514,0.554,-0.039
Scotty Hopson,1,1,0.429,1.0,3.0,0.333,0.374,-0.041,2021-22,1,1,0.143,0.0,1.0,0.0,0.502,-0.502,1,1,0.143,0.0,1.0,0.0,0.453,-0.453
Daniel Oturu,2,2,0.429,3.0,3.0,1.0,0.4,0.6,2021-22,2,2,0.286,0.5,2.0,0.25,0.759,-0.509,2,2,0.5,1.0,3.5,0.286,0.653,-0.367
Jonathan Kuminga,65,57,0.37,0.98,3.0,0.328,0.354,-0.026,2021-22,65,56,0.381,1.91,3.09,0.617,0.621,-0.004,65,61,0.497,2.17,4.03,0.538,0.576,-0.038
Carsen Edwards,4,2,0.414,0.75,3.0,0.25,0.357,-0.107,2021-22,4,4,0.276,1.75,2.0,0.875,0.675,0.2,4,4,0.379,2.0,2.75,0.727,0.626,0.102
CJ Elleby,52,48,0.37,1.15,2.98,0.387,0.357,0.03,2021-22,52,48,0.401,1.87,3.23,0.577,0.618,-0.041,52,52,0.496,2.15,4.0,0.538,0.576,-0.038
Tony Snell,51,49,0.432,1.06,2.98,0.355,0.352,0.003,2021-22,51,43,0.33,1.53,2.27,0.672,0.63,0.043,51,45,0.42,1.84,2.9,0.635,0.587,0.048
Josh Richardson,65,56,0.367,1.08,2.97,0.363,0.354,0.008,2021-22,65,62,0.394,1.94,3.18,0.609,0.609,0.0,65,64,0.481,2.23,3.89,0.573,0.565,0.008
Kenrich Williams,49,46,0.391,1.0,2.96,0.338,0.354,-0.016,2021-22,49,44,0.334,1.41,2.53,0.556,0.628,-0.072,49,47,0.407,1.73,3.08,0.563,0.582,-0.019
Joe Ingles,45,40,0.425,0.73,2.96,0.248,0.356,-0.108,2021-22,45,39,0.281,1.44,1.96,0.739,0.636,0.103,45,41,0.371,1.8,2.58,0.698,0.581,0.117
Wenyen Gabriel,24,20,0.351,0.79,2.96,0.268,0.351,-0.083,2021-22,24,23,0.376,2.04,3.17,0.645,0.617,0.027,24,24,0.47,2.38,3.96,0.6,0.569,0.031
Keon Johnson,34,32,0.37,0.88,2.94,0.3,0.357,-0.057,2021-22,34,32,0.444,2.35,3.53,0.667,0.626,0.04,34,33,0.519,2.62,4.12,0.636,0.583,0.053
Myles Turner,42,39,0.211,1.19,2.93,0.407,0.352,0.054,2021-22,42,41,0.482,3.74,6.69,0.559,0.647,-0.088,42,41,0.564,4.17,7.83,0.532,0.604,-0.072
De'Anthony Melton,73,72,0.312,1.19,2.92,0.408,0.357,0.052,2021-22,73,71,0.466,2.81,4.36,0.645,0.628,0.017,73,72,0.556,3.05,5.21,0.587,0.578,0.008
Saddiq Bey,82,74,0.349,1.07,2.91,0.368,0.362,0.006,2021-22,82,79,0.377,1.88,3.15,0.597,0.636,-0.039,82,82,0.482,2.28,4.02,0.567,0.589,-0.023
Onyeka Okongwu,48,45,0.254,0.88,2.9,0.302,0.353,-0.05,2021-22,48,46,0.391,2.54,4.46,0.57,0.629,-0.059,48,47,0.505,3.06,5.75,0.533,0.587,-0.054
Markelle Fultz,18,17,0.403,1.0,2.89,0.346,0.348,-0.002,2021-22,18,17,0.395,1.83,2.83,0.647,0.608,0.039,18,17,0.45,1.94,3.22,0.603,0.561,0.043
Frank Kaminsky,9,8,0.197,1.11,2.89,0.385,0.338,0.047,2021-22,9,8,0.432,3.44,6.33,0.544,0.605,-0.061,9,9,0.561,4.11,8.22,0.5,0.563,-0.063
Jusuf Nurkic,56,54,0.208,1.2,2.88,0.416,0.35,0.066,2021-22,56,56,0.426,3.77,5.89,0.639,0.644,-0.005,56,56,0.553,4.36,7.64,0.57,0.601,-0.03
Joshua Primo,48,43,0.316,1.06,2.88,0.37,0.355,0.014,2021-22,48,44,0.391,2.06,3.56,0.579,0.625,-0.046,48,45,0.526,2.48,4.79,0.517,0.573,-0.055
Patrick Williams,17,15,0.333,0.82,2.88,0.286,0.346,-0.06,2021-22,17,17,0.395,2.0,3.41,0.586,0.609,-0.023,17,17,0.456,2.18,3.94,0.552,0.572,-0.02
Trey Lyles,73,64,0.302,0.9,2.88,0.314,0.343,-0.029,2021-22,73,66,0.443,2.71,4.22,0.643,0.635,0.008,73,68,0.538,3.15,5.12,0.615,0.591,0.024
Cassius Stanley,8,8,0.469,0.75,2.88,0.261,0.373,-0.112,2021-22,8,6,0.286,0.88,1.75,0.5,0.572,-0.072,8,7,0.367,1.0,2.25,0.444,0.524,-0.079
Paul Watson,8,8,0.426,0.75,2.88,0.261,0.342,-0.081,2021-22,8,6,0.37,2.0,2.5,0.8,0.647,0.153,8,6,0.463,2.5,3.13,0.8,0.594,0.206
Klay Thompson,32,31,0.303,0.91,2.88,0.315,0.357,-0.041,2021-22,32,31,0.378,2.06,3.59,0.574,0.636,-0.062,32,32,0.48,2.44,4.56,0.534,0.591,-0.057
Blake Griffin,55,49,0.295,0.98,2.87,0.342,0.351,-0.009,2021-22,55,53,0.332,2.02,3.24,0.624,0.646,-0.022,55,54,0.444,2.4,4.33,0.555,0.596,-0.042
Theo Maledon,47,44,0.35,1.26,2.87,0.437,0.352,0.086,2021-22,47,43,0.412,2.02,3.38,0.597,0.619,-0.022,47,43,0.51,2.38,4.19,0.569,0.567,0.002
Terrence Ross,63,58,0.43,1.05,2.87,0.365,0.358,0.007,2021-22,63,57,0.342,1.54,2.29,0.674,0.633,0.041,63,58,0.418,1.75,2.79,0.625,0.582,0.043
Kenyon Martin Jr.,78,71,0.403,0.83,2.86,0.291,0.349,-0.057,2021-22,78,70,0.392,1.67,2.78,0.599,0.622,-0.023,78,71,0.478,1.99,3.4,0.585,0.577,0.008
Taj Gibson,51,45,0.381,0.98,2.86,0.342,0.352,-0.009,2021-22,51,49,0.36,1.63,2.71,0.601,0.629,-0.028,51,50,0.441,1.88,3.31,0.568,0.586,-0.018
Quentin Grimes,42,38,0.427,1.21,2.86,0.425,0.358,0.067,2021-22,42,30,0.292,1.26,1.95,0.646,0.627,0.019,42,35,0.399,1.52,2.67,0.571,0.577,-0.005
Devin Vassell,71,64,0.308,1.01,2.82,0.36,0.349,0.011,2021-22,71,70,0.447,2.42,4.08,0.593,0.625,-0.032,71,70,0.538,2.76,4.92,0.562,0.578,-0.017
